feature,rank,avg_rank,score_mutual_information,score_random_forest,score_f_statistic,score_variance
eda_pow_scr,40,37.750000,0.000000,0.000000,0.000000,87.746739
eda_pow_vlf,41,37.750000,0.000000,0.000000,0.000000,174.011852
acc_posture_trans,42,38.750000,0.000000,0.000000,0.000000,0.999435
acc_svm_kurt,43,39.000000,0.000000,0.000000,0.000000,2.673168
acc_corr_yz,44,39.000000,0.000000,0.000000,0.000000,2.951295
acc_y_mean,45,39.500000,0.000000,0.000000,0.000000,1.092820
ibi_lfnu,46,41.750000,0.000000,0.000000,0.000000,0.481573
ibi_lf_hf,47,42.250000,0.000000,0.000000,0.000000,1.115747
acc_z_mean,48,43.500000,0.000000,0.000000,0.000000,0.612112
ibi_lf,49,45.500000,0.000000,0.000000,0.000000,0.765832
acc_x_mean,50,45.500000,0.000000,0.000000,0.000000,0.587133
eda_scr_auc,51,49.000000,0.000000,0.000000,0.000000,2.935989
eda_zcr,52,49.750000,0.000000,0.000000,0.000000,0.654897
eda_skew,53,50.750000,0.000000,0.000000,0.000000,0.689547
eda_range,54,53.500000,0.000000,0.000000,0.000000,0.582991
eda_scr_rec_time,55,53.750000,0.000000,0.000000,0.000000,0.836475
eda_scr_amp_mean,56,54.000000,0.000000,0.000000,0.000000,1.176452
eda_scr_amp_max,57,54.000000,0.000000,0.000000,0.000000,1.064981
eda_kurt,58,57.000000,0.000000,0.000000,0.000000,0.422953
ibi_vlf,59,57.750000,0.000000,0.000000,0.000000,4.542241
eda_max,60,58.750000,0.000000,0.000000,0.000000,0.433951
eda_std,61,59.500000,0.000000,0.000000,0.000000,0.469607
eda_scr_rise_mean,62,60.500000,0.000000,0.000000,0.000000,0.535723
eda_min,63,61.000000,0.000000,0.000000,0.000000,0.346620
eda_scr_rate,64,62.500000,0.000000,0.000000,0.000000,0.539545
eda_scr_count,65,63.000000,0.000000,0.000000,0.000000,0.539545
eda_mean,66,63.250000,0.000000,0.000000,0.000000,0.328291
ibi_cv,67,64.000000,0.000000,0.000000,0.000000,0.782785
eda_sampen,68,65.750000,0.000000,0.000000,0.000000,0.549545
bvp_hr_mean,69,66.250000,0.000000,0.000000,0.000000,0.563729
eda_spec_centroid,70,66.750000,0.000000,0.000000,0.000000,0.498098
ibi_sdnn,71,66.750000,0.000000,0.000000,0.000000,0.753800
bvp_aug_idx,72,70.250000,0.000000,0.000000,0.000000,2.679128
bvp_hr_std,73,70.250000,0.000000,0.000000,0.000000,0.467337
bvp_harm_ratio,74,70.750000,0.000000,0.000000,0.000000,0.711933
eda_scl_slope,75,71.250000,0.000000,0.000000,0.000000,0.263561
eda_scl_delta,76,71.500000,0.000000,0.000000,0.000000,0.288586
ibi_rmssd,77,71.500000,0.000000,0.000000,0.000000,0.505511
ibi_mean,78,72.750000,0.000000,0.000000,0.000000,0.518516
bvp_spec_entropy,79,72.750000,0.000000,0.000000,0.000000,0.574059
bvp_pw50,80,73.250000,0.000000,0.000000,0.000000,1.208822
bvp_skew,81,73.500000,0.000000,0.000000,0.000000,0.723548
bvp_kurt,82,73.500000,0.000000,0.000000,0.000000,0.684634
ibi_hf,83,74.000000,0.000000,0.000000,0.000000,0.575724
ibi_pnn50,84,74.000000,0.000000,0.000000,0.000000,0.366841
bvp_sqi,85,75.750000,0.000000,0.000000,0.000000,0.435623
bvp_std,86,76.000000,0.000000,0.000000,0.000000,0.590557
acc_svm_sampen,87,77.500000,0.000000,0.000000,0.000000,1.014450
bvp_notch_depth,88,79.250000,0.000000,0.000000,0.000000,0.637374
bvp_mean,89,82.250000,0.000000,0.000000,0.000000,0.427799
bvp_sys_amp_mean,90,84.250000,0.000000,0.000000,0.000000,0.481865
bvp_resp_mod,91,84.500000,0.000000,0.000000,0.000000,0.000000
bvp_ptt,92,88.000000,0.000000,0.000000,0.000000,0.245357
bvp_f0,93,91.250000,0.000000,0.000000,0.000000,0.037180
