feature,rank,avg_rank,score_mutual_information,score_random_forest,score_f_statistic,score_variance
bvp_sqi,74,68.750000,0.000000,0.000000,0.000000,0.953949
bvp_hr_mean,75,68.750000,0.000000,0.000000,0.000000,0.627107
bvp_aug_idx,76,68.750000,0.000000,0.000000,0.000000,191.891046
ibi_sdnn,77,69.750000,0.000000,0.000000,0.000000,0.737630
ibi_pnn50,78,70.000000,0.000000,0.000000,0.000000,0.697103
bvp_std,79,72.000000,0.000000,0.000000,0.000000,1.323315
ibi_rmssd,80,72.750000,0.000000,0.000000,0.000000,0.609864
bvp_kurt,81,73.500000,0.000000,0.000000,0.000000,0.815866
bvp_skew,82,73.750000,0.000000,0.000000,0.000000,0.846545
bvp_pw50,83,74.500000,0.000000,0.000000,0.000000,1.895839
ibi_hf,84,76.750000,0.000000,0.000000,0.000000,0.627431
bvp_spec_entropy,85,77.500000,0.000000,0.000000,0.000000,0.559501
bvp_harm_ratio,86,78.750000,0.000000,0.000000,0.000000,0.526222
acc_svm_sampen,87,79.000000,0.000000,0.000000,0.000000,1.191024
bvp_notch_depth,88,80.750000,0.000000,0.000000,0.000000,0.726995
bvp_mean,89,82.250000,0.000000,0.000000,0.000000,0.584536
bvp_resp_mod,90,84.500000,0.000000,0.000000,0.000000,0.000000
bvp_ptt,91,86.000000,0.000000,0.000000,0.000000,0.432632
bvp_sys_amp_mean,92,87.250000,0.000000,0.000000,0.000000,0.518443
bvp_f0,93,91.250000,0.000000,0.000000,0.000000,0.085499
